Filter Group,Title,URL,Street Address,City,Business ID,Tax Number,Activity Description,Employee Count,Page
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","VPM storitve in vzdrževanje d.o.o.","https://www.bizi.si/VPM-STORITVE-IN-VZDRZEVANJE-D-O-O/","Leskovška cesta    2A","8270 Krško","8382182000","77639707","Popravila in vzdrževanje strojev in naprav","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ELED d.o.o.","https://www.bizi.si/ELED-D-O-O/","Partizanska ulica    9","2319 Poljčane","5456452000","34343725","Proizvodnja elektronskih komponent","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ELGOLINE d.o.o.","https://www.bizi.si/ELGOLINE-D-O-O/","Podskrajnik   34","1380 Cerknica","5323452000","24741884","Proizvodnja elektronskih plošč","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","EMA d.o.o.","https://www.bizi.si/EMA-D-O-O_TEHARJE/","Teharje    7B","3000 Celje","5296145000","52706770","Druge telekomunikacijske dejavnosti","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","LUZNAR D.O.O.","https://www.bizi.si/LUZNAR-D-O-O/","Hrastje   52G","4000 Kranj","3638898000","20260261","Proizvodnja elektronskih plošč","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","LepTon-Quark d.o.o.","https://www.bizi.si/LEPTON-QUARK-D-O-O/","Podskrajnik   25","1380 Cerknica","7198965000","73645435","Proizvodnja elektronskih naprav za široko rabo","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","OMF ELEKTRONIKA d.o.o.","https://www.bizi.si/OMF-ELEKTRONIKA-D-O-O/","Pod lipami   29","1218 Komenda","5427690000","82018529","Proizvodnja elektronskih naprav za široko rabo","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SMARTRONIK d.o.o.","https://www.bizi.si/SMARTRONIK-D-O-O/","Jadranska cesta   25B","2000 Maribor","6657834000","99369532","Proizvodnja elektronskih plošč","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SMT d.o.o.","https://www.bizi.si/SMT-D-O-O/","Liminjanska cesta   96","6320 Portorož - Portorose","1903489000","25944223","Proizvodnja elektronskih plošč","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","STELEM d.o.o.","https://www.bizi.si/STELEM-D-O-O/","Grajski trg   15","8360 Žužemberk","5733723000","68284047","Proizvodnja elektronskih komponent","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SkyLabs, d.o.o.","https://www.bizi.si/SKYLABS-D-O-O/","Zagrebška cesta  104","2000 Maribor","5656729000","81484216","Proizvodnja elektronskih komponent","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ECOINVEST d.o.o.","https://www.bizi.si/ECOINVEST-D-O-O/","Milčinskega ulica   14","3000 Celje","5514860000","89158385","Posredništvo pri nespecializirani prodaji na debelo","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ESOT-INVEST d.o.o.","https://www.bizi.si/ESOT-INVEST-D-O-O/","Kersnikova ulica   21","3000 Celje","6074464000","70763186","Gradnja drugih objektov nizke gradnje, d . n .","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SIAPRO d.o.o.","https://www.bizi.si/SIAPRO-D-O-O/","Postaja    9","5216 Most na Soči","5812020000","83612629","Proizvodnja drugih strojev in naprav za splošne namene, d . n .","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","BELMET MI d.o.o.","https://www.bizi.si/BELMET-MI-D-O-O/","Cesta Ljubljanske brigade   23A","1000 Ljubljana","1922904000","47078332","Trgovina na debelo z drugimi napravami in opremo","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ECHO Instruments d.o.o.","https://www.bizi.si/ECHO-INSTRUMENTS-D-O-O/","Zeče   25","3210 Slovenske Konjice","5451108000","27927750","Proizvodnja merilnih, preizkuševalnih in navigacijskih instrumentov in naprav","20 do 49 zaposlenih","8"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","PAA GLOBAL, d.o.o.","https://www.bizi.si/PAA-GLOBAL-D-O-O/","Ormoška cesta   23","2250 Ptuj","1415204000","84493755","Trgovina na drobno z motornimi vozili","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","CMC GROUP d.o.o.","https://www.bizi.si/CMC-GROUP-D-O-O_LOGATEC_IOC-ZAPOLJE-I_5393396000/","IOC Zapolje I   10","1370 Logatec","5393396000","87944081","Druge inženirske dejavnosti in tehnično svetovanje","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ELBA Novo mesto d.o.o.","https://www.bizi.si/ELBA-NOVO-MESTO-D-O-O/","Podbevškova ulica   40","8000 Novo mesto","5317452000","85950955","Proizvodnja naprav za distribucijo in krmiljenje elektrike","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","GRLICA d.o.o.","https://www.bizi.si/GRLICA-D-O-O/","Trnoveljska cesta   24","3000 Celje","5365619000","16110986","Posredništvo pri nespecializirani prodaji na debelo","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","PS, d.o.o., Logatec","https://www.bizi.si/PS-D-O-O-LOGATEC/","Kalce   30B","1370 Logatec","5440122000","58448624","Druge inženirske dejavnosti in tehnično svetovanje","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ROBOTINA d.o.o.","https://www.bizi.si/ROBOTINA-D-O-O/","OIC - HRPELJE   38","6240 Kozina","5361907000","28066502","Druge inženirske dejavnosti in tehnično svetovanje","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TEHNOMONTAŽA d.o.o.","https://www.bizi.si/TEHNOMONTAZA-D-O-O/","Zagrebška cesta   20","2000 Maribor","1837508000","72294710","Montaža industrijskih strojev in naprav","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","OBLAK GROUP d.o.o.","https://www.bizi.si/OBLAK-GROUP-D-O-O/","Tržaška cesta    1A","1370 Logatec","5320666000","35330872","Proizvodnja betonskih izdelkov za gradbeništvo","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","DARSON d.o.o.","https://www.bizi.si/DARSON-D-O-O/","Šentjanž pri Dravogradu  175A","2373 Šentjanž pri Dravogradu","3751392000","14896516","Mehanska obdelava kovin","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","EPEU d.o.o.","https://www.bizi.si/EPEU-D-O-O/","Lesna ulica    2","3230 Šentjur","8181381000","44402643","Trgovina na debelo z drugimi napravami in opremo","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","GORENJSKE ELEKTRARNE, d.o.o.","https://www.bizi.si/GORENJSKE-ELEKTRARNE-D-O-O/","Stara cesta    3","4000 Kranj","1658298000","76567788","Proizvodnja električne energije iz obnovljivih virov","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","KOLEKTOR sETup d.o.o.","https://www.bizi.si/KOLEKTOR-SETUP-D-O-O/","Rovšnikova ulica    7","1210 LJUBLJANA-ŠENTVID","8799652000","32379064","Trgovanje z električno energijo","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","POLIDEL d.o.o.","https://www.bizi.si/POLIDEL-D-O-O/","Andraž nad Polzelo   19","3313 Polzela","6710158000","60782927","Proizvodnja drugih električnih kablov in žic","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SONCE invest d.o.o.","https://www.bizi.si/SONCE-INVEST-D-O-O/","Šmartinska cesta  130","1000 Ljubljana","3741559000","55431267","Proizvodnja električne energije iz obnovljivih virov","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","HPE, d.o.o.","https://www.bizi.si/HPE-D-O-O/","Dolenjska cesta   83","1000 Ljubljana","1537440000","66217610","Montaža industrijskih strojev in naprav","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","FORSTEK d.o.o.","https://www.bizi.si/FORSTEK-D-O-O/","Planinska cesta   15","1431 Dol pri Hrastniku","5763142000","42095328","Proizvodnja orodja za stroje","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","KOLDING d.o.o.","https://www.bizi.si/KOLDING-D-O-O/","Nicina   12C","2391 Prevalje","5784484000","72967439","Proizvodnja orodja za stroje","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","KOVINOS d.o.o.","https://www.bizi.si/KOVINOS-D-O-O/","Obrtna ulica   10","1354 Horjul","2015064000","91577918","Proizvodnja orodja za stroje","20 do 49 zaposlenih","9"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","LMM PROFESIONAL d.o.o.","https://www.bizi.si/LMM-PROFESIONAL-D-O-O/","IOC Zapolje I   31","1370 Logatec","1934627000","91927846","Trgovina na debelo z drugimi izdelki široke porabe","20 do 49 zaposlenih","9"
