Filter Group,Title,URL,Street Address,City,Business ID,Tax Number,Activity Description,Employee Count,Page
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","BIOTEH d.o.o.","https://www.bizi.si/BIOTEH-D-O-O/","Preserska cesta    9","1235 Radomlje","5487668000","42196884","Proizvodnja pesticidov, razkužil in drugih agrokemičnih izdelkov","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","VARESI d.o.o.","https://www.bizi.si/VARESI-D-O-O/","Cesta v Gorice    2A","1000 Ljubljana","3431878000","91175712","Trgovina na debelo z obdelovalnimi stroji","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","AKA PCB d.o.o., Lesce","https://www.bizi.si/AKA-PCB-D-O-O-LESCE/","Rožna dolina   54","4248 Lesce","5293405000","56464029","Proizvodnja elektronskih komponent","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","AVTOROMA d.o.o.","https://www.bizi.si/AVTOROMA-D-O-O/","Črnice    5","2204 Miklavž na Dravskem polju","1581317000","21599165","Trgovina na debelo z deli in opremo za motorna vozila","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","VIBEKS d.o.o.","https://www.bizi.si/VIBEKS-D-O-O/","Predmeja   98A","5270 Ajdovščina","1261819000","21519811","Proizvodnja električne in elektronske opreme za motorna vozila","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","CONTROLMATIK ABW, Domžale, d.o.o.","https://www.bizi.si/CONTROLMATIK-ABW-DOMZALE-D-O-O/","Fajfarjeva ulica   15","1230 Domžale","1126245000","90752775","Proizvodnja merilnih, preizkuševalnih in navigacijskih instrumentov in naprav","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","EBorak Systems d. o. o.","https://www.bizi.si/EBORAK-SYSTEMS-D-O-O/","Puhova ulica   27","2250 Ptuj","5362717000","72635843","Proizvodnja drugih električnih naprav","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","INDENNA DVIGALA d.o.o.","https://www.bizi.si/INDENNA-DVIGALA-D-O-O/","Prevale    7","1236 Trzin","1606042000","17178258","Proizvodnja dvigalnih in transportnih naprav","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRITECH d.o.o., Ljubljana","https://www.bizi.si/TRITECH-D-O-O-LJUBLJANA/","Cesta Andreja Bitenca   68","1000 Ljubljana","5722357000","28018010","Proizvodnja orodja za stroje","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TEHMO d.o.o.","https://www.bizi.si/TEHMO-D-O-O/","Stegne    3","1000 Ljubljana","2252449000","70089400","Mehanska obdelava kovin","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","VARMIG d.o.o. Koper","https://www.bizi.si/VARMIG-D-O-O-KOPER/","Vojkovo nabrežje   38","6000 Koper - Capodistria","5709202000","79479804","Mehanska obdelava kovin","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","KOVINC d.o.o.","https://www.bizi.si/KOVINC-D-O-O/","Lahovče   87","4207 Cerklje na Gorenjskem","2044366000","96114568","Proizvodnja kovinskih konstrukcij in njihovih delov","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","KOŠNIK d.o.o.","https://www.bizi.si/KOSNIK-D-O-O/","Sv. Duh  278","4220 Škofja Loka","6228429000","46013504","Proizvodnja kovinskih konstrukcij in njihovih delov","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","PLUT d.o.o.","https://www.bizi.si/PLUT-D-O-O_SENOZETI/","SENOŽETI 91A","1262 DOL PRI LJUBLJANI","1190563000","45895538","Popravila in vzdrževanje kovinskih izdelkov","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TEHNOVAR d.o.o.","https://www.bizi.si/TEHNOVAR-D-O-O/","Otiški Vrh   46A","2373 Šentjanž pri Dravogradu","1884255000","51504243","Proizvodnja kovinskih konstrukcij in njihovih delov","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ŽLINDRA d.o.o.","https://www.bizi.si/ZLINDRA-D-O-O/","Kumerdejeva ulica   11","1000 Ljubljana","2113333000","58760415","Prekrivanje kovin","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","C & G d.o.o. Ljubljana","https://www.bizi.si/C-G-D-O-O-LJUBLJANA/","Riharjeva ulica   38","1000 Ljubljana","5297184000","45537747","Druge inženirske dejavnosti in tehnično svetovanje","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","E 3, d.o.o.","https://www.bizi.si/E-3-D-O-O/","Prvomajska ulica   21","5000 Nova Gorica","2010593000","17851262","Trgovanje z električno energijo","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","CAJHEN d.o.o.","https://www.bizi.si/CAJHEN-D-O-O_SPODNJA-RECICA/","Spodnja Rečica   80A","3270 Laško","2361795000","65035216","Proizvodnja orodja za stroje","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","LIBELA ORODJA, d.o.o., Celje","https://www.bizi.si/LIBELA-ORODJA-D-O-O-CELJE/","Opekarniška cesta    2","3000 Celje","5603226000","27982661","Proizvodnja orodja za stroje","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","METALID d.o.o.","https://www.bizi.si/METALID-D-O-O/","Miklavška cesta   55A","2311 Hoče","5405181000","17063256","Proizvodnja orodja za stroje","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ORODJARSTVO KNIFIC d.o.o.","https://www.bizi.si/ORODJARSTVO-KNIFIC-D-O-O/","Cesta na Okroglo    5A","4202 Naklo","2337886000","92075118","Proizvodnja drugih kovinskih izdelkov, d . n .","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SKITTI, d.o.o.","https://www.bizi.si/SKITTI-D-O-O/","Podlipovica   27Z","1411 Izlake","7036809000","90821475","Proizvodnja orodja za stroje","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","PNEUMATIC B&F d.o.o.","https://www.bizi.si/PNEUMATIC-B-F-D-O-O/","Dolenjska cesta  138","1000 Ljubljana","1194445000","90802527","Trgovina na debelo z deli in opremo za motorna vozila","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ALIUS, d.o.o.","https://www.bizi.si/ALIUS-D-O-O/","Cesta k Tamu   23C","2000 Maribor","1897799000","38096145","Montaža industrijskih strojev in naprav","20 do 49 zaposlenih","2"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TEHIMPEX d.o.o.","https://www.bizi.si/TEHIMPEX-D-O-O/","Goriška cesta   17","5271 Vipava","5560004000","12432962","Trgovina na debelo s kovinskimi proizvodi, inštalacijskim materialom, napravami za ogrevanje","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ŠEŠKO, d.o.o.","https://www.bizi.si/SESKO-D-O-O/","Socka   33","3203 Nova Cerkev","1228536000","71606165","Proizvodnja drugih kovinskih izdelkov, d . n .","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","MEGRAS d.o.o.","https://www.bizi.si/MEGRAS-D-O-O/","Noršinska ulica   25","9000 Murska Sobota","5472261000","75183331","Mehanska obdelava kovin","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","T.C. JAKL d.o.o.","https://www.bizi.si/T-C-JAKL-D-O-O/","Bercetova ulica   26","2277 Središče ob Dravi","2264307000","89834682","Mehanska obdelava kovin","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SCHVAB d.o.o.","https://www.bizi.si/SCHVAB-D-O-O/","Liptovska ulica   34","3210 Slovenske Konjice","5616484000","24419346","Proizvodnja orodja za stroje","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","INSEM - ATMOS ŽERJAVI IN DVIŽNA TEHNIKA d.o.o.","https://www.bizi.si/INSEM-ATMOS-ZERJAVI-IN-DVIZNA-TEHNIKA-D-O-O/","Slivniška cesta    6","2311 Hoče","1708252000","30064597","Proizvodnja dvigalnih in transportnih naprav","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","MASTROJ d.o.o.","https://www.bizi.si/MASTROJ-D-O-O/","Šentiljska cesta   39A","2000 Maribor","1827243000","22980849","Popravila in vzdrževanje strojev in naprav","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TOVARNA KOS IN SRPOV d.o.o.","https://www.bizi.si/TOVARNA-KOS-IN-SRPOV-D-O-O/","Kovaška cesta  100","2344 Lovrenc na Pohorju","5033373000","34704981","Proizvodnja ročnega orodja","20 do 49 zaposlenih","1"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","MOST, d.o.o., Rakek","https://www.bizi.si/MOST-D-O-O-RAKEK/","Podskrajnik   67","1380 Cerknica","5295432000","35590394","Proizvodnja dvigalnih in transportnih naprav","20 do 49 zaposlenih","1"
